date,min_temp,rainfall,windspeed,humidity,cloudcover,OLS
7/22/21,78,0.0,8,52,Mostly Cloudy,0.05256219916687719
12/28/21,72,0.0,15,53,Mostly Cloudy,0.05252031073096254
1/19/21,61,0.0,13,51,Partly Cloudy,0.0522886073635247
6/6/21,74,0.1,16,57,Mostly Cloudy,0.05228256845815611
7/25/21,78,0.0,5,44,Mostly Cloudy,0.05210707807254471
12/22/21,48,0.0,12,49,Partly Cloudy,0.05174973830149147
12/15/21,74,0.0,16,62,Partly Cloudy,0.051169967175554255
11/30/21,49,0.0,13,52,Partly Cloudy,0.0509505469086427
6/13/21,81,0.0,7,43,Partly Cloudy,0.04995337576493761
8/31/21,81,0.0,7,43,Partly Cloudy,0.04995337576493761
5/27/21,74,0.0,15,59,Partly Cloudy,0.049637157657751306
8/7/21,79,0.0,13,54,Mostly Cloudy,0.04955114791321988
7/17/21,78,0.0,10,44,Partly Cloudy,0.04932481498805078
4/4/21,56,0.0,13,59,Mostly Cloudy,0.049276570955960636
4/11/21,59,0.0,14,58,Mostly Cloudy,0.04875550783520705
9/20/21,78,0.0,9,46,Partly Cloudy,0.04869574968168204
11/29/21,48,0.0,7,43,Fair,0.0483878505385522
6/23/21,79,0.1,9,49,Mostly Cloudy,0.047944426019959095
3/27/21,71,0.0,15,61,Mostly Cloudy,0.04756110746539461
8/24/21,80,0.0,8,46,Mostly Cloudy,0.047219335159536836
8/14/21,80,0.0,9,46,Partly Cloudy,0.04717990418967111
10/21/21,73,0.0,8,43,Mostly Cloudy,0.04701543479520141
12/17/21,71,0.0,14,62,Mostly Cloudy,0.04698447743972474
7/15/21,77,0.0,12,63,Mostly Cloudy,0.04668055960366457
2/24/21,58,0.0,13,60,Mostly Cloudy,0.046558083716031914
5/15/21,67,0.0,15,56,Mostly Cloudy,0.04628129162606555
11/7/21,52,0.0,8,42,Fair,0.04487133525163907
8/19/21,83,0.0,14,49,Mostly Cloudy,0.04359133290892812
6/11/21,77,0.0,12,50,Mostly Cloudy,0.04336137124315935
4/25/21,63,0.0,13,48,Partly Cloudy,0.04313628733028906
6/27/21,79,0.1,12,53,Mostly Cloudy,0.042420809951944624
10/3/21,75,0.0,9,46,Mostly Cloudy,0.042409750178192984
6/16/21,74,0.0,9,43,Mostly Cloudy,0.042350493986524365
11/6/21,49,0.0,8,39,Fair,0.04232288281206994
5/11/21,70,0.1,15,55,Mostly Cloudy,0.042140110131853176
5/30/21,75,0.0,14,63,Mostly Cloudy,0.04088204001661115
7/10/21,79,0.0,16,59,Mostly Cloudy,0.04087669359660123
8/29/21,78,0.0,9,44,Mostly Cloudy,0.04087335454043193
6/10/21,79,0.0,13,61,Mostly Cloudy,0.040268664272461556
5/31/21,75,0.0,16,61,Mostly Cloudy,0.03952605681690447
7/27/21,81,0.0,13,49,Mostly Cloudy,0.039272643501833446
